name,email,telefon,webseite,plz,stadt,straße,lat,lng,beansprucht
Welz Christian Dr. Zahnarztpraxis,,02382 54 54,https://www.zahnarzt-team-ahlen.de/,59227,Ahlen,Weststr. 110,517.632.568,78.840.209,nein
Nickel Eugen Zahnarzt,,02382 6 10 61,,59229,Ahlen,Gemmericher Str. 95,51.745.225,7.887.707,nein
Schröder Zahnarzt,,02382 6 13 15,,59229,Ahlen,Zeppelinstr. 63,5.431.516,101.258.662,nein
Berger Barbara Zahnärztin,,02382 67 72,,59229,Ahlen,Harkortstr. 73,52.441.199,136.882.508,nein
Weis Guntram,,02382 7 31 01,,59229,Ahlen,Brandenburger Str. 13,517.526.087,78.953.145,nein
Feddersen Lars Harald Dr. Zahnarztpraxis,,04166 74 74,https://www.zahnarzt-ahlerstedt.de/,21702,Ahlerstedt,Im Hofe 10,53.403.477,94.485.377,nein
Walloner Marc Dr.,zahnarztwalloner@web.de,05609 12 74,,34292,Ahnatal,Dörnbergstr. 26a,4.813.562.659.999.990,115.800.219,nein
Naumann Uwe Dr.,,05609 22 23,,34292,Ahnatal,Berliner Str. 54,5.074.886,60.874.036,nein
Hengsberg Kristin,,02643 9 03 73 03,https://www.ahrdent.de/,53506,Ahrbrück,Hauptstr. 2,504.901.748,69.731.573,nein
Le Coútre Felix Dr. Zahnarzt,info@zahnarzt-ostholstein.de,04525 32 12,https://www.zahnarzt-ostholstein.de/,23623,Ahrensbök,Am Hayckenstift 1,540.063.394,105.743.573,nein
Praedikow Florian Zahnarztpraxis,,04525 17 33,,23623,Ahrensbök,Plöner Str. 7,5.328.322,970.826,nein
Denekas Thomas Dr. Zahnarzt,info@dr-denekas.de,04102 5 41 51,https://www.dr-denekas.de/,22926,Ahrensburg,Hamburger Str. 2,536.728.732,102.384.148,nein
Zahnarzt Ahrensburg - Miriam Diedrichsen - Zahnheilkunde im Erlenhof,info@zahnarzt-erlenhof.de,04102 7 78 05 90,https://www.zahnarzt-erlenhof.de/,22926,Ahrensburg,Pomonaring 6,536.862.279,102.390.711,nein
Lind Daniel Dr. Dr.,info@zahnmedizin-ahrensburg.de,04102 3 22 09,https://www.zahnmedizin-ahrensburg.de/,22926,Ahrensburg,Rathausplatz 31,4.806.291,1.220.484,nein
"Stöhr Michael, Strachanowski Isabel Zahnärzte",mail@zahnärzte-ahrensburg.de,04102 5 55 55,https://www.xn--zahnrzte-ahrensburg-jwb.de/,22926,Ahrensburg,Klaus-Groth-Str. 6,536.745.998,102.372.558,nein
Gregun Jochen Dr.,praxis@dr-gregun.de,04102 45 92 55,https://www.dr-gregun.de/,22926,Ahrensburg,Manhagener Allee 5,536.726.199,102.400.653,nein
Julia Kitzmann Dr. Zahnarzt,praxis@zahnarzt-kitzmann.de,04102 5 07 26,https://zahnarzt-kitzmann.de/,22926,Ahrensburg,Hamburger Str. 15,536.720.515,1.023.746,nein
Bohnenkamp Antje Dr. u. Haase Sandra Dr. Fachzahnärztinnen für Kieferorthopädie,team@praxis-bohnenkamp-haase.de,04102 3 14 50,https://www.praxis-bohnenkamp-haase.de/,22926,Ahrensburg,Große Str. 9,4.825.267.849.999.990,9.017.621.499.999.990,nein
Sommermeier Axel Dr. Zahnarzt,,04102 3 21 87,https://www.zahnarzt-sommermeier-ahrensburg.de/,22926,Ahrensburg,Hamburger Str. 35,536.707.547,10.235.207,nein
Zahnarzpraxis Oliver Ohmsen,,04102 5 22 20,https://www.dr-gregun.de/,22926,Ahrensburg,Hamburger Str. 3,5.460.319.879.999.990,95.841.073,nein
"Dittmer Detlev Dr., Wiese Henrik Dr. u. Diebach Toben Dr. Zahnärzte",,04102 5 27 84,https://www.xn--zahnrzte-dittmer-wiese-34b.de/,22926,Ahrensburg,Hamburger Str. 31,536.709.746,102.355.989,nein
"Lotz Jens Dr.med., Gabriele Dr.med. dent. Zahnärzte",,04102 5 38 09,https://www.xn--zahnrzte-lotz-efb.de/,22926,Ahrensburg,Manhagener Allee 58,536.681.104,102.445.405,nein
"Kohlsaat Th. Dr., Van Hauter-Kohlsaat M. Dr. Zahnärzte",,04102 5 38 42,https://www.xn--kohlsaat-zahnrzte-2qb.de/,22926,Ahrensburg,Rondeel 1,5.023.173,7.587.199.999.999.990,nein
Stier Wolfgang Dr. Zahnarzt,,04102 5 94 40,,22926,Ahrensburg,Klaus-Groth-Str. 5,536.743.036,102.379.132,nein
Sauernheimer Anne Rike Dr. Zahnärztin,,04102 82 32 37,https://rondeel5.de/,22926,Ahrensburg,Rondeel 5,536.730.359,102.395.151,nein
Jahnke Daniela Zahnarztpraxis,,030 9 32 30 81,,16356,Ahrensfelde,Dorfstr. 46,525.919.057,136.967.489,nein
Beyrle Barbara Dr.med.dent.,info@oralchirurgie-aichach.de,08251 13 13,https://www.oralchirurgie-aichach.de/,86551,Aichach,Stadtplatz 20,484.595.422,111.310.659,nein
Wirnharter Julius Dr.med.dent. Zahnarztpraxis,,08251 65 65,https://www.dr-wirnharter.de/,86551,Aichach,Augsburger Str. 6,48.455.689,11.127.775,nein
Dürr-Collavini Eva Dr. MSc Zahnärztin mit Schwerpunkt Kieferorthopädie,,08251 8 87 41 12,https://www.kfo-atelier.com/,86551,Aichach,Stadtplatz 38,484.581.919,111.302.277,nein
Dürr Christian Dr.med.dent. Zahnarzt,,08251 88 61 66,https://www.zahnarzt-aic.de/,86551,Aichach,Sudetenstr. 3b,5.405.068.679.999.990,94.799.936,nein
Peter Hans-Wolfgang Dr. Zahnarzt,,07127 5 00 80,https://www.zahnarzt-aichtal.de/,72631,Aichtal,Waldenbucher Str. 6,486.232.329,92.397.363,nein
Lachmann Jörg Dr. Zahnarzt,,0711 36 11 39,,73773,Aichwald,Seestr. 15,52.300.048,136.243.254,nein
Metz Hartmut Dr.med.dent. u. Tatjana,,0711 4 69 92 72,https://www.zahnarztpraxis-metz.de/,73773,Aichwald,Rilkeweg 4,5.036.725.850.000.000,75.938.918,nein
Bauer Wolfgang Zahnarzt,,08543 46 34,https://www.zahnarztpraxis-aidenbach.de/,94501,Aidenbach,Steinhubergasserl 2,485.671.954,130.871.445,nein
Mayrhofer Sabrina Dr.,,08543 9 11 22,,94501,Aidenbach,Egglhamer Str. 2,485.678.094,130.849.951,nein
Baumgartner Björn Dr.med.dent,baumgartner@zahnarzt-baumgartner.de,08237 3 53,https://www.zahnarzt-baumgartner.de/,86447,Aindling,Kronbergweg 3,485.131.911,109.620.373,nein
Nätscher Matthias dr.med.dent.,info@zahnarzt-naetscher.de,08654 6 98 98,https://www.zahnarzt-naetscher.de/,83404,Ainring,Salzstr. 14,53.357.921,102.062.522,nein
Grimm Hannes Dr.,,09421 4 16 60,,94330,Aiterhofen,Am Kräkreuz 1,488.494.375,126.141.292,nein
Krinner Ulrike Dr.med. Zahnärztin,,09421 69 50,https://www.dr-ulrike-krinner.de/,94330,Aiterhofen,Moosdorf 4,488.781.129,126.640.009,nein
Lichy Ines Zahnarztpraxis,,07565 9 43 16 88,https://www.zahnzentrum-memmingen.de/,88319,Aitrach,Schmiedgäßle 3,479.388.609,100.895.762,nein
Weber Monika,,034909 8 23 88,,6385,Aken (Elbe),Burgstr. 25,518.556.553,120.419.984,nein
Mosebach Frank,,034909 8 24 53,,6385,Aken (Elbe),Köthener Str. 46,518.519.479,120.440.438,nein
Schotte I.,,034909 8 29 10,,6385,Aken (Elbe),Dessauer Landstr. 61,5.185.062,1.208.316,nein
Gaißert Andrea Dr. Zahnärztin u. Carmen Dr. Zahnärztin,,07753 53 16,,79774,Albbruck,Birkenstr. 3,475.937.996,81.308.478,nein
Klink D. Zahnärztin,,04835 97 27 20,https://www.aerztehaus-albersdorf.de/,25767,Albersdorf,Süderstr. 2,541.458.512,9.283.594,nein
Afghanyar Haschmat,info@zahnarzt-afghanyar.de,06355 9 60 14,https://www.zahnarzt-afghanyar.de/,67308,Albisheim (Pfrimm),An der Pfrimmhalle 3,496.481.705,80.977.773,nein
Kaltenbach E. Dr.med.dent.,,07431 31 88,https://www.zahnarztpraxis-kaltenbach.de/,72458,Albstadt,Sigmundstr. 12,4.807.742.440.000.000,1.115.297,nein
Riegger Helmut Dr. Zahnarzt,info@zahnarzt-riegger.de,07431 24 02,https://www.zahnarzt-riegger.de/,72458,Albstadt,Hohenzollernstr. 5,482.154.123,90.266.296,nein
Brauchle Fritz Dr. Zahnarzt,praxis-brauchle@t-online.de,07431 35 10,,72458,Albstadt,Lautlinger Str. 22,4.821.307,901.228,nein
"Kasprzyk R., Schwieder M., Sippel T. Dres.med.dent. Zahnärzte",,07431 35 74,https://www.zahnaerzte-albstadt.de/,72458,Albstadt,Schmiechastr. 50,482.142.472,90.292.333,nein
Schemminger Rüdiger Dr.med.dent. Zahnarzt,,07431 48 47,,72458,Albstadt,Martinstr. 4,5.354.236.030.000.000,102.132.511,nein
Dr. Kraiss & Kollegen,,07431 5 20 38,https://www.zahnarztpraxis-kraiss-hoss.de/,72458,Albstadt,Museumstr. 14,482.114.344,90.247.267,nein
Oswald Jochen,,07431 5 54 55,https://oswald-zahnmedizin.de/,72458,Albstadt,Sonnenstr. 35,482.127.183,90.206.895,nein
Köhler Jochen Dr.med.dent. Zahnarzt,info@albzahn.de,07431 7 12 90,https://www.albzahn.de/,72459,Albstadt,Ebingertalstr. 22,482.146.704,89.621.099,nein
Albert Marc Zahnarzt,,07432 2 13 84,,72461,Albstadt,Heinrich-Heine-Str. 24,482.824.286,90.002.721,nein
Frings Carmen Dr.med.dent. Zahnärztin,,07432 98 43 09-0,https://www.overjet.de/,72461,Albstadt,Wiesenstr. 67,482.873.223,89.954.125,nein
"Blickle Wolfgang und Heim Ralf Dres.med.dent., Zahnärzte",blickle.heim@t-online.de,07432 1 48 80,,72461,Albstadt,Goethestr. 24,482.526.785,90.176.215,nein
Heider Ludwig Dr. Zahnarzt,info@zahnarzt-heider.de,07432 52 38,https://www.zahnarzt-heider.de/,72461,Albstadt,Am Markt 26,482.541.012,90.153.218,nein
Mattes Gunter Zahnarzt,,07432 9 78 17 07,,72461,Albstadt,Hechinger Str. 142,5.255.399.689.999.990,134.681.128,nein
Dr. Bernd Stoll & Dr. Marianne Buck,info@zahnaerzte-stollundbuck.de,07432 1 29 29,https://www.zahnaerzte-stollundbuck.de/,72461,Albstadt,Konrad-Adenauer-Str. 87,482.378.382,90.274.028,nein
Frings Carmen Dr.med.dent. Zahnärztin,,,,72461,Albstadt,Konrad-Adenauer-Str. 88,51.408.492,6.868.817.399.999.990,nein
Flatten-Emunds Maritta Dr.med.dent. Zahnärztin,,02464 76 76,,52457,Aldenhoven,Frauenrather Str. 7,508.967.761,6.282.003,nein
La Rue Peter Zahnarzt,,08543 49 89,https://www.zahnarzt-aldersbach.de/,94501,Aldersbach,Wiflinger Str. 1,54.135.403,106.169.796,nein
Zahnarztpraxis C. Götte,,08543 9 19 61 35,,94501,Aldersbach,Gebrüder-Asam-Str. 6,485.773.857,130.887.258,nein
Krumsiek Marc Zahnarzt,,05181 2 34 20,,31061,Alfeld,Walter-Gropius-Ring 2,519.836.694,98.243.406,nein
Weis-Zimmermann Verena Dr.,,05181 2 41 56,,31061,Alfeld,Eimser Weg 24,519.951.077,98.254.656,nein
Friedrich Isabell,,05181 2 70 26,https://www.kieferorthopaedie-alfeld.de/,31061,Alfeld,Brunnenweg 4,5.098.771.199.999.990,71.353.129,nein
Jangra O.P. Dr.med.dent.,,05181 50 85,https://www.zahnarztpraxis-jangra-alfeld.de/,31061,Alfeld,Eimser Weg 95,519.907.722,98.260.959,nein
Frischalowski Dan Dr.med.dent.,,05181 58 71,,31061,Alfeld,Ziegelmasch 4,519.820.922,98.246.689,nein
Kieferkonzept Dr. Pia Hohloch Fachärztin für Kieferorthopädie,,05181 2 40 40,https://www.kiefer-konzept.de/,31061,Alfeld,Hildesheimer Str. 1,519.896.205,98.247.057,nein
Praxis für Zahnheilkunde und Implantologie Dr. Mandy Martin Dr.,,0228 64 52 78,,53347,Alfter,Staffelsgasse 36-38,5.146.166.179.999.990,6.971.269.500.000.000,nein
Gietz Thomas Zahnarzt,,0228 64 98 33,,53347,Alfter,Duisdorfer Str. 10,506.932.933,70.253.243,nein
Nikravi Ali,,05126 23 07,https://www.zahnarzt-nikravi.de/,31191,Algermissen,Kolpingstr. 33,522.522.017,9.972.626,nein
Kaune Martin Dr. Zahnarzt u. Lenk Andrea Zahnärztin,,05126 25 28,https://www.zahnaerzte-kaune-lenk.de/,31191,Algermissen,Kolpingstr. 35C,5.087.825.729.999.990,7.612.651,nein
Beike Hubertus Dr.med.dent.,,05126 3 12 64,,31191,Algermissen,Kranzweg 19,5.250.497.499.999.990,133.811.918,nein
"Krutisch Rolf Dr., Krutisch Martina Dr.",,06452 91 27 82,,35108,Allendorf (Eder),Besenacker 4,510.226.129,86.658.513,nein
Schrepffer Anna-Katrin Zahnarzt,,07533 15 50,,78476,Allensbach,Radolfzeller Str. 16,477.173.028,90.640.095,nein
Wurm Dominik,,09176 16 61,https://www.zahnarztpraxis-wurm.de/,90584,Allersberg,Im Himmelreich 13 A,5.026.035.580.000.000,8.973.285,nein
Max Lena,info@zahnarzt-allershausen.de,08166 31 31,https://www.zahnarzt-allershausen.de/,85391,Allershausen,Freisinger Str. 4,484.300.687,115.993.895,nein
Pracht Irene Zahnärztin,info@zahnarztpraxis-pracht.de,08166 9 95 86 11,https://www.zahnarztpraxis-pracht.de/,85391,Allershausen,Bürgermeister-Neumeyr-Str. 4,484.285.272,115.824.167,nein
Öttl Johannes u. Barth-Öttl Sabine Dr.,jo-oettl@t-online.de,08166 6 81 20,https://www.praxisoettl.de/,85391,Allershausen,Von-Behring-Str. 5,484.330.482,115.968.062,nein
Kwiotek Günter,,08141 76 69,,82239,Alling,Antonistr. 1,481.391.931,113.003.483,nein
Detzel Roland Dr. Zahnarzt,info@drdetzel.com,07391 32 33,https://www.drdetzel.com/,89604,Allmendingen,Hauptstr. 24,483.290.171,97.243.366,nein
Schultz Karina Dr. Med.Dent,,034652 2 85,https://www.akupunktur.de/karina.schultz,6542,Allstedt,Luisenstr. 9,514.056.667,113.924.658,nein
Wülfing Thomas Dr.med.dent. Zahnarzt,,02802 30 81,https://www.zahnarzt-wuelfing.de/,46519,Alpen,Alte Kirchstr. 6,5.013.389.979.999.990,89.160.117,nein
Koppitsch Volker Dr.med.dent. Zahnarzt,,02802 9 65 55,https://www.dr-koppitsch.de/,46519,Alpen,Rathausstr. 17,515.748.509,65.137.987,nein
Mahabadi Dr. Jaleh Zahnarztpraxis,,07444 22 20,https://www.zahnarzt-alpirsbach.de/,72275,Alpirsbach,Krähenbadstr. 4,48.345.466,84.019.409,nein
Alsbach Zahnzentrum,az@alsbach-zahnzentrum.de,06257 6 20 79,https://www.alsbach-zahnzentrum.de/,64665,Alsbach-Hähnlein,Am Weilerweg 8,49.743.409,86.184.443,nein
Ohle Marc,kontakt@zahnarzt-ohle.de,06257 9 33 50,https://www.zahnarzt-ohle.de/,64665,Alsbach-Hähnlein,Sandstr. 3,497.431.325,86.222.015,nein
Suppelt Simone Dr.med.dent.,praxis@drsuppelt.de,06257 31 91,https://www.drsuppelt.de/,64665,Alsbach-Hähnlein,Im Steingarten 1,497.346.408,85.766.883,nein
Asklepios Hirschpark Klinik Alsbach-Hähnlein - Orthopädie,,06257 50 12 00,https://www.asklepios.com/konzern/,64665,Alsbach-Hähnlein,Lindenstraße 12,497.404.295,86.285.061,nein
Dahmen Bert Dr.med.dent.,dr.dahmen@t-online.de,02404 2 01 23,https://www.praxis-dr-dahmen.de/,52477,Alsdorf,Bahnhofstr. 56,508.725.615,61.604.686,nein
Sattari Dr. Zahnarztpraxis,info@alsdorf-zahnarzt.de,02404 2 23 04,https://www.alsdorf-zahnarzt.de/,52477,Alsdorf,An der Ziegelei 1,5.055.307.790.000.000,67.630.862,nein
Kieferorthopädische Praxis Jafari Kieferorthopäde,info@kfo-alsdorf.de,02404 46 40,https://www.kfo-alsdorf.de/,52477,Alsdorf,Bahnhofstr. 49,508.729.093,61.600.851,nein
Zahnarztpraxis Andreas Schönau,praxis@zahnarzt-schoenau-alsdorf.de,02404 2 67 14,https://www.zahnarzt-schoenau-alsdorf.de/,52477,Alsdorf,Cäcilienstr. 5,508.781.687,61.653.304,nein
Dr. med. dent. Ute Kutzborski,Zahnarzt.Alsdorf@t-online.de,02404 95 56 77,,52477,Alsdorf,Langstr. 64a,5.141.298.459.999.990,6.714.640.999.999.990,nein
"Müller Joachim Dr.med.dent., Fallot Susanne Dr.med.dent. Zahnärzte",,02404 67 41 20-0,,52477,Alsdorf,Straßburger Str. 80,508.607.405,61.850.202,nein
Warneke Armin Dr. Zahnarzt,,02404 8 13 80,,52477,Alsdorf,Otto-Wels-Str. 20,508.750.442,6.165.166,nein
Claßen Christian Zahnarzt,,02404 91 31 30,https://www.dr-classen.de/,52477,Alsdorf,Mühlenweg 42,50.875.213,61.711.774,nein
Müller Dorothea Dr.med.dent. Zahnärztin,,02404 12 60,,52477,Alsdorf,Theodor-Seipp-Str. 19,508.586.425,61.524.196,nein
Blatt Michael u. Fausta,fausmicha@yahoo.de,06362 57 24,,67821,Alsenz,Pitzstr. 8,497.250.192,78.140.971,nein
Handschuh Christian Dr.,info@zahnarzt-handschuh.de,06631 45 41,https://www.zahnarzt-handschuh.de/,36304,Alsfeld,Am Lieden 3,50.749.719,92.683.981,nein
Schmidt Sascha Dr.med.dent. u. Schmidt-Schäfer Sonja Dr.med.dent.,sascha@dr-schmidt-alsfeld.de,06631 91 13 91,,36304,Alsfeld,Hochstr. 2,50.077.693,84.423.297,nein
"Lieder Ute, Oleownik Peter Zahnärzte",,04338 99 77-0,https://www.zahnarztpraxxis.de/,24791,Alt Duvenstedt,Schwarzer Weg 2A,543.601.541,96.447.882,nein
Seeger Frank Dipl.-Stom. Zahnarzt,seeger-volleyball@t-online.de,03391 72 56,,16827,Alt Ruppin,Gartenstr. 14A,529.489.865,128.491.082,nein
Schmidt-Nowak Sophia Dr.,ZAPdr.schmidt-nowak@t-online.de,03391 71 83,https://www.zahnarztpraxis-altruppin.de/,16827,Alt Ruppin,Friedrich-Engels-Str. 19,52.949.241,128.431.766,nein
Grossmann Lino Zahnarztpraxis Zahnarzt,kontakt@zahnarztpraxis-altbach.de,07153 2 85 22,https://www.zahnarztpraxis-altbach.de/,73776,Altbach,Esslinger Str. 59,487.227.712,93.793.575,nein
Einhellig Stefan Dr.,info@dr-einhellig.de,0871 3 14 59,https://www.dr-einhellig.de/,84032,Altdorf,Landshuter Str. 2A,48.555.934,121.106.633,nein
Vogt Andreas Dr.med.dent.,info@zahn-dr-vogt.de,0871 93 53 93,https://www.zahn-dr-vogt.de/,84032,Altdorf,Dekan-Wagner-Str. 3,485.558.094,121.096.587,nein
Bartsch Christian Dr.,kontakt@drbartsch.com,0871 3 49 50,https://www.drbartsch.com/,84032,Altdorf,Bernsteinstr. 40,48.547.419,120.934.584,nein
Dr. Katrin Stübel-Strauß,zahnarzt@stuebel.de,07031 6 78 21 44,https://www.zahnarztpraxis-altdorf.de/,71155,Altdorf,Holzgerlinger Straße 18,48.630.167,89.947.382,nein
"Kersting Jan Dr.med.dent., Mitterhuber Bastian Dr.med.dent. Praxis für Zahnheilkunde",,09187 37 37,https://www.zahnarzt-altdorf.info/,90518,Altdorf b.Nürnberg,Fischbacher Str. 26,49.388.044,113.461.788,nein
König Monika Dr.med.dent. Zahnärztin,,09187 71 99,https://www.zahnaerztin-dr-monika-koenig.de/,90518,Altdorf b.Nürnberg,Untere Badgasse 2,5.245.580.940.000.000,133.796.702,nein
Die Zahnspezialisten am Oberen,,09187 81 00,https://www.kuerzdoerfer-gedeon.com/,90518,Altdorf b.Nürnberg,Oberer Markt 6,493.858.003,113.544.954,nein
Kelbel Martin Zahnarzt,,09187 95 31-0,https://www.kelbel.info/,90518,Altdorf b.Nürnberg,Unterer Markt 2,493.856.299,113.567.952,nein
"Berthold Jörg Dr., Birgit Dr. Zahnärzte",,09453 3 71,https://www.dres-berthold.de/,93087,Alteglofsheim,Am Ziegelfeld D 7,489.234.303,12.210.617,nein
Lönquist Björn Dr. M.Sc.,info@loenquist.de,02352 2 49 59,https://www.loenquist.de/,58762,Altena,Freiheitstr. 24,512.928.352,76.728.685,nein
Reining Enke Elisabeth Praxis für Kieferorthopädie,kontakt@kfo-reining.de,02352 5 48 38 10,https://www.kfo-altena.de/,58762,Altena,Lüdenscheider Str. 4,51.300.127,767.117,nein
Erpelding Elmar Dr. Zahnarzt Implantologie,kontakt@zahnarzt-altena.de,02352 2 29 03,https://www.zahnarzt-altena.de/,58762,Altena,Bahnhofstr. 25,513.015.577,76.684.419,nein
Dr. Ulrich Bollmann u. Dr. M. Rustemeyer-Bollmann,praxis@dr-bollmann.de,05255 61 59,https://www.dr-bollmann.de/,33184,Altenbeken,Hüttenstr. 1,517.633.933,89.458.099,nein
Dr. med. dent. Ulrich Bollmann Dr. med. dent. Mechthild Rustemeyer-Bollmann,praxis@dr-bollmann.de,05255 61 59,https://www.dr-bollmann.de/,33184,Altenbeken,Hüttenstraße 1,517.633.933,89.458.099,nein
Praxis für Zahnheilkunde Dr. Torben Sonkol,,05255 70 62,https://www.za-sonkol.de/,33184,Altenbeken,Westtorstr. 2,517.139.673,89.341.662,nein
Flemmig Karla Dipl.-Med. Zahnärztin,,035056 3 53 16,,1773,Altenberg,Teichstr. 5,507.640.409,137.499.917,nein
Mühle Frieder Dr. med. Zahnarzt,,035052 6 42 56,,1773,Altenberg,Altenberger Str. 36,508.028.138,136.761.051,nein
Müller Sebastian Zahnarzt,info@zahnarztpraxis-altenberge.de,02505 9 44 30,https://www.zahnarztpraxis-altenberge.de/,48341,Altenberge,Alter Münsterweg 2K,520.447.299,7.472.172,nein
Karic Amir Dr. u. Uta Dr.,,02505 14 24,,48341,Altenberge,Münsterstr. 11,4.868.939.710.000.000,137.057.884,nein
Vornhecke Axel Dr.med.dent. Dr.med. Fachzahnarzt für Kieferorthopädie,,02505 93 90 77,https://www.kieferorthopaede-altenberge.de/,48341,Altenberge,Borghorster Str. 6,520.464.503,74.652.589,nein
Zahnarztpraxis Sernau,info@zahnarztpraxis-sernau.de,03447 31 13 76,https://zahnarzt-in-altenburg.de/,4600,Altenburg,Münsaer Str. 33,509.840.643,124.494.899,nein
Zahnärztliche Gemeinschaftspraxis Kunze,kontakt@zahnmedizin-kunze.de,03447 31 52 62,https://www.zahnmedizin-kunze.de/,4600,Altenburg,Lindenaustr. 19,509.886.494,124.333.633,nein
Zahnarztpraxis Pohle Ines,mail@inespohle.de,03447 51 46 60,https://www.inespohle.de/,4600,Altenburg,Wettinerstr. 22,50.995.493,12.443.083,nein
Praxis für moderne Zahnheilkunde u. Kieferorthopädie Schneider,post@dr-schneider-abg.de,03447 46 30,https://www.dr-schneider-abg.de/,4600,Altenburg,Lindenaustr. 26,50.131.989,8.921.269.299.999.990,nein
Börngen Joachim Dr.med.dent.,praxis-boerngen@t-online.de,03447 46 31,https://www.praxis-boerngen.de/,4600,Altenburg,Lindenaustr. 28,509.878.285,124.303.561,nein
Zahnärzte Ellen u. Steffen Dietel,zahnaerztedietel@t-online.de,03447 50 10 36,https://www.zahnaerzte-dietel.de/,4600,Altenburg,Zeitzer Str. 21,49.490.186,7.912.557.800.000.000,nein
Diez Birgit,zahnarztpraxis-diez@t-online.de,03447 31 33 74,https://www.zahnarztpraxis-diez.de/,4600,Altenburg,Kornmarkt 16,509.845.457,124.339.222,nein
"Ochs, Zahnarztpraxis Dr. Ochs Marius",,03447 26 59,,4600,Altenburg,Wettinerstr. 12,509.954.365,124.437.631,nein
Hartung Andrea,,03447 31 35 23,https://www.zahnarzt-hartung-altenburg.de/,4600,Altenburg,Baderei 3,5.103.327.609.999.990,7.047.692.499.999.990,nein
Pengel Norbert,,03447 31 35 62,,4600,Altenburg,Wallstr. 36,48.070.009,84.560.186,nein
Seyffarth Heike Dr.med.,,03447 31 53 28,,4600,Altenburg,Hospitalstr. 2,50.983.567,124.241.493,nein
Praxisgemeinschaft Hanke & Hanke,,03447 49 92 12,,4600,Altenburg,Darwinstr. 12,509.855.152,124.473.366,nein
Zahnarztpraxis Hanke,,03447 50 05 65,,4600,Altenburg,Darwinstr. 1-2,509.856.028,12.446.528,nein
Berger Jan-Peter,,03447 50 25 76,,4600,Altenburg,Berggasse 11,509.847.335,124.373.383,nein
"Albrecht Kerstin Dr., Steffen F.",,03447 55 10 99,https://www.zahnarztpraxis-albrecht.de/,4600,Altenburg,Am Stadtwald 1,509.791.687,124.486.566,nein
Freyer Sabine,,03447 8 21 65,https://zahnarztpraxis-freyer.de/,4600,Altenburg,Nordplatz 7,5.307.440.099.999.990,8.953.108.499.999.990,nein
Müller,,03447 8 96 94 00,,4600,Altenburg,Käthe-Kollwitz-Str. 61,51.623.093,739.996,nein
Giebenhain Karl-Bernd,info@zahnarzt-giebenhain.de,06432 8 31 44,,65624,Altendiez,Heistenbacher Str. 4,503.722.528,7.983.748,nein
Nowrotek Agnieszka u. Gregor,info@praxis-nowrotek.de,06381 28 37,https://praxis-nowrotek.de/,66885,Altenglan,Austr. 6,495.672.975,74.569.541,nein
Alles Stephan Dr.,,06381 9 20 95 94,,66885,Altenglan,Neuwiesenstr. 4,495.517.019,74.619.128,nein
"Wittmann Ernst, Axel Zahnärzte",praxis@zahnarzt-wittmann.de,0431 32 21 31,https://www.zahnarzt-wittmann.de/,24161,Altenholz,Schoolredder 7,543.969.526,101.239.788,nein
Teegen Melanie Zahnarztpraxis,praxisteegen@t-online.de,0160 8 08 07 39,,24161,Altenholz,Freesenberg 14,544.109.496,101.243.585,nein
"Pohle, Prüfert, Hopf Dres. Praxis für Zahngesundheit",info@zahngesundheit-altenholz.de,0431 32 22 31,https://www.zahngesundheit-altenholz.de/,24161,Altenholz,Tilsiter Weg 2A,4.808.928.119.999.990,108.513.061,nein
Beress Anne Dr.med.dent. Kieferorthopädin,,0431 3 28 88 66,,24161,Altenholz,Ostpreußenplatz 2,543.862.981,101.331.954,nein
Henning Gilbert,info@zahnarzt-henning.de,02681 57 97,https://www.zahnarzt-henning.de/,57610,Altenkirchen (Westerwald),Saynstr. 7,50.686.822,76.471.526,nein
Hardt Regina Dr.med.dent.,kfo@hollywood-teeth.de,02681 98 10 90,https://www.hollywood-teeth.de/,57610,Altenkirchen (Westerwald),Saynstr. 2,5.325.912,1.039.917,nein
